BFO:0000003	occurrent	PATO:0000057	occurrence
UBERON:0004537	blood vasculature	http://aims.fao.org/aos/agrovoc/c_971	blood vessels
UBERON:0004739	pronephric glomerulus	http://aims.fao.org/aos/agrovoc/c_31772	Glomus
UBERON:0004905	articulation	ENVO:01000672	geological joint
UBERON:0004907	lower digestive tract	ENVO:00000029	watercourse
UBERON:0005928	external naris	ENVO:00000168	blowhole
UBERON:0006314	bodily fluid	ENVO:02000019	bodily fluid
UBERON:0006558	lymphatic part of lymphoid system	http://aims.fao.org/aos/agrovoc/c_4483	lymphatic system
UBERON:0006562	pharynx	http://aims.fao.org/aos/agrovoc/c_5761	pharynx
UBERON:0007197	hermaphroditic organism	http://aims.fao.org/aos/agrovoc/c_3571	hermaphroditism
UBERON:0007376	outer epithelium	http://aims.fao.org/aos/agrovoc/c_2617	epidermis
UBERON:0007688	anlage	ENVO:00000114	agricultural field
UBERON:0007688	anlage	ENVO:01000352	field
UBERON:0007808	adipose tissue of abdominal region	http://aims.fao.org/aos/agrovoc/c_33269	abdominal fat
UBERON:0007823	appendage girdle region	http://aims.fao.org/aos/agrovoc/c_6606	girdling
UBERON:0007844	cartilage element	http://aims.fao.org/aos/agrovoc/c_1342	cartilage
UBERON:0008338	plantar part of pes	http://aims.fao.org/aos/agrovoc/c_330074	Plantae
UBERON:0008338	plantar part of pes	http://aims.fao.org/aos/agrovoc/c_7227	soles
UBERON:0009034	stomach region	http://aims.fao.org/aos/agrovoc/c_7422	stomach
UBERON:0009145	pharyngeal region of foregut	http://aims.fao.org/aos/agrovoc/c_13281	pharyngitis
UBERON:0009569	subdivision of trunk	http://aims.fao.org/aos/agrovoc/c_15017	trunks
UBERON:0009870	zone of stomach	http://aims.fao.org/aos/agrovoc/c_7422	stomach
UBERON:0010305	region of conjunctiva	http://aims.fao.org/aos/agrovoc/c_10074	conjunctiva
UBERON:0010364	dermal skeleton	http://aims.fao.org/aos/agrovoc/c_2754	exoskeleton
UBERON:0010743	meningeal cluster	http://aims.fao.org/aos/agrovoc/c_4738	meninges
UBERON:0011252	scent gland	http://aims.fao.org/aos/agrovoc/c_14116	scent glands
UBERON:0012112	ingested food	http://aims.fao.org/aos/agrovoc/c_3022	food intake
UBERON:0012356	pedal acropodium region	http://aims.fao.org/aos/agrovoc/c_14912	toes
UBERON:0012464	cloacal vent	http://aims.fao.org/aos/agrovoc/c_8189	ventilators
UBERON:0013702	body proper	http://aims.fao.org/aos/agrovoc/c_50164	bodies
UBERON:0013702	body proper	http://aims.fao.org/aos/agrovoc/c_982	body regions
UBERON:0015212	lateral structure	ENVO:00000014	canal
UBERON:0016566	pit	http://aims.fao.org/aos/agrovoc/c_5938	pits
UBERON:0018707	bladder organ	http://aims.fao.org/aos/agrovoc/c_949	bladder
UBERON:0019143	intramuscular adipose tissue	http://aims.fao.org/aos/agrovoc/c_331321	intramuscular fat
UBERON:0022303	nervous system cell part layer	ENVO:01000281	layer
http://aims.fao.org/aos/agrovoc/c_1000	bone meal	ENVO:02000054	bone meal
http://aims.fao.org/aos/agrovoc/c_1001	bones	UBERON:0001474	bone element
http://aims.fao.org/aos/agrovoc/c_1001	bones	UBERON:0004288	skeleton
http://aims.fao.org/aos/agrovoc/c_10010	colon	UBERON:0001155	colon
http://aims.fao.org/aos/agrovoc/c_1002	boning	UBERON:0002481	bone tissue
http://aims.fao.org/aos/agrovoc/c_10074	conjunctiva	UBERON:0001811	conjunctiva
http://aims.fao.org/aos/agrovoc/c_10074	conjunctiva	UBERON:0010305	region of conjunctiva
http://aims.fao.org/aos/agrovoc/c_10076	connective tissue	UBERON:0002384	connective tissue
http://aims.fao.org/aos/agrovoc/c_101	acrisols	ENVO:00002234	acrisol
http://aims.fao.org/aos/agrovoc/c_10112	cornea	UBERON:0000964	cornea
http://aims.fao.org/aos/agrovoc/c_10121	adrenal cortex	UBERON:0001235	adrenal cortex
http://aims.fao.org/aos/agrovoc/c_1014	Boreal forests	ENVO:01000250	subpolar coniferous forest biome
http://aims.fao.org/aos/agrovoc/c_10158	creosote	ENVO:2000001	creosote
http://aims.fao.org/aos/agrovoc/c_1020	botanical gardens	ENVO:00010624	botanical garden
http://aims.fao.org/aos/agrovoc/c_10274	dairying	ENVO:00003862	dairy
http://aims.fao.org/aos/agrovoc/c_10397	disinfection	CHEBI:48219	disinfectant
http://aims.fao.org/aos/agrovoc/c_10447	down	ENVO:00000106	grassland
http://aims.fao.org/aos/agrovoc/c_10463	drinking water	ENVO:00003064	drinking water
http://aims.fao.org/aos/agrovoc/c_10486	duodenum	UBERON:0002114	duodenum
http://aims.fao.org/aos/agrovoc/c_10487	dura mater	UBERON:0002363	dura mater
http://aims.fao.org/aos/agrovoc/c_1049	brackish water	ENVO:00002019	brackish water
http://aims.fao.org/aos/agrovoc/c_1050	brackishwater environment	ENVO:01000322	brackish water environment
http://aims.fao.org/aos/agrovoc/c_1053	brain	UBERON:0000955	brain
http://aims.fao.org/aos/agrovoc/c_1057	branching	PATO:0000402	branched
http://aims.fao.org/aos/agrovoc/c_10593	emulsions	ENVO:00010506	emulsion
http://aims.fao.org/aos/agrovoc/c_10601	endometrium	UBERON:0001295	endometrium
http://aims.fao.org/aos/agrovoc/c_10635	epididymis	UBERON:0001301	epididymis
http://aims.fao.org/aos/agrovoc/c_10677	ethanol	CHEBI:16236	ethanol
http://aims.fao.org/aos/agrovoc/c_1071	bread	ENVO:0010095	bread
http://aims.fao.org/aos/agrovoc/c_10720	eyelids	UBERON:0001711	eyelid
http://aims.fao.org/aos/agrovoc/c_10785	femur	UBERON:0000981	femur
http://aims.fao.org/aos/agrovoc/c_1089	bricks	ENVO:01000475	brick
http://aims.fao.org/aos/agrovoc/c_1091	brines	ENVO:00003044	brine
http://aims.fao.org/aos/agrovoc/c_1092	brining	ENVO:00003044	brine
http://aims.fao.org/aos/agrovoc/c_10984	forestation	ENVO:00000111	forest
http://aims.fao.org/aos/agrovoc/c_10989	fossils	ENVO:00002164	fossil
http://aims.fao.org/aos/agrovoc/c_1110	bronchi	UBERON:0002185	bronchus
http://aims.fao.org/aos/agrovoc/c_11159	gingiva	UBERON:0001828	gingiva
http://aims.fao.org/aos/agrovoc/c_1132	budding	UBERON:0001048	primordium
http://aims.fao.org/aos/agrovoc/c_1135	buds	UBERON:0001048	primordium
http://aims.fao.org/aos/agrovoc/c_1142	buildings	ENVO:00000073	building
http://aims.fao.org/aos/agrovoc/c_1162	butter	ENVO:00003047	butter
http://aims.fao.org/aos/agrovoc/c_11629	houses	ENVO:01000417	house
http://aims.fao.org/aos/agrovoc/c_11637	humerus	UBERON:0004250	upper arm bone
http://aims.fao.org/aos/agrovoc/c_11691	hypothalamus	UBERON:0001898	hypothalamus
http://aims.fao.org/aos/agrovoc/c_11704	ileum	UBERON:0002116	ileum
http://aims.fao.org/aos/agrovoc/c_11763	industrial wastes	ENVO:00002267	industrial waste material
http://aims.fao.org/aos/agrovoc/c_11814	intervertebral disks	UBERON:0001066	intervertebral disk
http://aims.fao.org/aos/agrovoc/c_1184	cages	ENVO:01000625	manufactured cage
http://aims.fao.org/aos/agrovoc/c_1186	cakes	ENVO:02000063	cake
http://aims.fao.org/aos/agrovoc/c_11900	jejunum	UBERON:0002115	jejunum
http://aims.fao.org/aos/agrovoc/c_12129	legs	UBERON:0000978	leg
http://aims.fao.org/aos/agrovoc/c_12137	eye lens	UBERON:0000965	lens of camera-type eye
http://aims.fao.org/aos/agrovoc/c_122	adenosine	CHEBI:22260	adenosines
http://aims.fao.org/aos/agrovoc/c_1224	cambisols	ENVO:00002235	cambisol
http://aims.fao.org/aos/agrovoc/c_12287	lymph nodes	UBERON:0000029	lymph node
http://aims.fao.org/aos/agrovoc/c_12290	lymphatic vessels	UBERON:0001473	lymphatic vessel
http://aims.fao.org/aos/agrovoc/c_12358	Mammalia	NCBITaxon:40674	Mammalia
http://aims.fao.org/aos/agrovoc/c_1237	navigable canals	ENVO:00000048	navigation canal
http://aims.fao.org/aos/agrovoc/c_12442	mayonnaise	ENVO:0010147	mayonnaise
http://aims.fao.org/aos/agrovoc/c_12447	meadows	ENVO:00000108	meadow
http://aims.fao.org/aos/agrovoc/c_12476	medulla oblongata	UBERON:0001896	medulla oblongata
http://aims.fao.org/aos/agrovoc/c_12487	melons	ENVO:02000074	cantaloupe
http://aims.fao.org/aos/agrovoc/c_1249	candying	ENVO:0010126	candy
http://aims.fao.org/aos/agrovoc/c_125	ATP	CHEBI:15422	ATP
http://aims.fao.org/aos/agrovoc/c_1262	canopy	ENVO:00000047	canopy
http://aims.fao.org/aos/agrovoc/c_12676	mountains	ENVO:00000264	seamount
http://aims.fao.org/aos/agrovoc/c_12714	muskmelons	ENVO:02000074	cantaloupe
http://aims.fao.org/aos/agrovoc/c_12748	myometrium	UBERON:0001296	myometrium
http://aims.fao.org/aos/agrovoc/c_12772	nasal cavity	UBERON:0001707	nasal cavity
http://aims.fao.org/aos/agrovoc/c_128	adhesives	ENVO:00003076	glue
http://aims.fao.org/aos/agrovoc/c_12807	neurohypophysis	UBERON:0002198	neurohypophysis
http://aims.fao.org/aos/agrovoc/c_12873	nuts	ENVO:01000758	nut
http://aims.fao.org/aos/agrovoc/c_12890	Oceans	ENVO:00000015	ocean
http://aims.fao.org/aos/agrovoc/c_129	adipose tissue	UBERON:0001013	adipose tissue
http://aims.fao.org/aos/agrovoc/c_12927	omentum	UBERON:0003688	omentum
http://aims.fao.org/aos/agrovoc/c_130	administration	ENVO:00000004	administrative region
http://aims.fao.org/aos/agrovoc/c_1300	carbohydrates	CHEBI:16646	carbohydrate
http://aims.fao.org/aos/agrovoc/c_1301	carbon	CHEBI:41609	carbonate
http://aims.fao.org/aos/agrovoc/c_1302	carbon dioxide	CHEBI:16526	carbon dioxide
http://aims.fao.org/aos/agrovoc/c_1303	carbon monoxide	CHEBI:17245	carbon monoxide
http://aims.fao.org/aos/agrovoc/c_1306	carbonates	CHEBI:41609	carbonate
http://aims.fao.org/aos/agrovoc/c_1307	carbonation	CHEBI:41609	carbonate
http://aims.fao.org/aos/agrovoc/c_1310	carcasses	ENVO:00002033	carcass
http://aims.fao.org/aos/agrovoc/c_1317	cardiovascular system	UBERON:0004535	cardiovascular system
http://aims.fao.org/aos/agrovoc/c_13240	pericardial cavity	UBERON:0001074	pericardial cavity
http://aims.fao.org/aos/agrovoc/c_13275	phalanges	UBERON:0003221	phalanx
http://aims.fao.org/aos/agrovoc/c_13281	pharyngitis	UBERON:0009145	pharyngeal region of foregut
http://aims.fao.org/aos/agrovoc/c_1342	cartilage	UBERON:0002418	cartilage tissue
http://aims.fao.org/aos/agrovoc/c_1342	cartilage	UBERON:0007844	cartilage element
http://aims.fao.org/aos/agrovoc/c_13439	plant structure	PO:0009011	plant structure
http://aims.fao.org/aos/agrovoc/c_1345	carts	ENVO:01000606	cart
http://aims.fao.org/aos/agrovoc/c_13458	pleural cavity	UBERON:0002402	pleural cavity
http://aims.fao.org/aos/agrovoc/c_13460	choroid plexus	UBERON:0001886	choroid plexus
http://aims.fao.org/aos/agrovoc/c_13475	pods	UBERON:0002470	autopod region
http://aims.fao.org/aos/agrovoc/c_13483	polarization	ENVO:01000238	polar
http://aims.fao.org/aos/agrovoc/c_135	adrenal glands	UBERON:0002369	adrenal gland
http://aims.fao.org/aos/agrovoc/c_13520	porosity	PATO:0000973	porosity
http://aims.fao.org/aos/agrovoc/c_13586	processes	UBERON:0004529	anatomical projection
http://aims.fao.org/aos/agrovoc/c_13687	pylorus	UBERON:0001166	pylorus
http://aims.fao.org/aos/agrovoc/c_13772	rectum	UBERON:0001052	rectum
http://aims.fao.org/aos/agrovoc/c_13802	reforestation	ENVO:02500013	reforestation
http://aims.fao.org/aos/agrovoc/c_13807	renal pelvis	UBERON:0001224	renal pelvis
http://aims.fao.org/aos/agrovoc/c_13899	retina	UBERON:0000966	retina
http://aims.fao.org/aos/agrovoc/c_1392	cattle sheds	ENVO:00003041	cow shed
http://aims.fao.org/aos/agrovoc/c_13929	peatlands	ENVO:00000044	peatland
http://aims.fao.org/aos/agrovoc/c_1397	caves	ENVO:00000067	cave
http://aims.fao.org/aos/agrovoc/c_14029	salad dressings	ENVO:02000077	salad dressing
http://aims.fao.org/aos/agrovoc/c_14061	salting	ENVO:00000054	saline marsh
http://aims.fao.org/aos/agrovoc/c_14116	scent glands	UBERON:0011252	scent gland
http://aims.fao.org/aos/agrovoc/c_14148	Seas	ENVO:00000016	sea
http://aims.fao.org/aos/agrovoc/c_14155	sebaceous glands	UBERON:0001821	sebaceous gland
http://aims.fao.org/aos/agrovoc/c_14191	semiarid climate	ENVO:01000378	arid subtropical
http://aims.fao.org/aos/agrovoc/c_1426	cement	UBERON:0001753	cementum
http://aims.fao.org/aos/agrovoc/c_14344	smell	PATO:0000058	odor
http://aims.fao.org/aos/agrovoc/c_1438	central nervous system	UBERON:0001017	central nervous system
http://aims.fao.org/aos/agrovoc/c_14508	spinach	ENVO:02000050	spinach
http://aims.fao.org/aos/agrovoc/c_14650	subsidence	ENVO:01000694	geological subsidence
http://aims.fao.org/aos/agrovoc/c_14658	subtropical zones	ENVO:01000205	subtropical
http://aims.fao.org/aos/agrovoc/c_14720	sweat glands	UBERON:0001820	sweat gland
http://aims.fao.org/aos/agrovoc/c_1475	cerebrospinal fluid	ENVO:02000029	cerebrospinal fluid
http://aims.fao.org/aos/agrovoc/c_1475	cerebrospinal fluid	UBERON:0001359	cerebrospinal fluid
http://aims.fao.org/aos/agrovoc/c_14878	thymus gland	UBERON:0002370	thymus
http://aims.fao.org/aos/agrovoc/c_14885	tibia	UBERON:0000979	tibia
http://aims.fao.org/aos/agrovoc/c_14912	toes	UBERON:0012356	pedal acropodium region
http://aims.fao.org/aos/agrovoc/c_14923	tonsillitis	UBERON:0002372	tonsil
http://aims.fao.org/aos/agrovoc/c_1493	chalk soils	ENVO:00003914	chalk soil
http://aims.fao.org/aos/agrovoc/c_15017	trunks	UBERON:0002100	trunk
http://aims.fao.org/aos/agrovoc/c_15017	trunks	UBERON:0009569	subdivision of trunk
http://aims.fao.org/aos/agrovoc/c_1503	charcoal	ENVO:01000560	charcoal
http://aims.fao.org/aos/agrovoc/c_15044	tympanic membrane	UBERON:0002364	tympanic membrane
http://aims.fao.org/aos/agrovoc/c_15155	vertebrae	UBERON:0002412	vertebra
http://aims.fao.org/aos/agrovoc/c_15203	vineyards	ENVO:00000116	vineyard
http://aims.fao.org/aos/agrovoc/c_15219	viscosity	PATO:0000992	viscosity
http://aims.fao.org/aos/agrovoc/c_15240	volcanoes	ENVO:00000247	volcano
http://aims.fao.org/aos/agrovoc/c_15277	watermelons	ENVO:0010067	watermelon
http://aims.fao.org/aos/agrovoc/c_1533	chernozems	ENVO:00002237	chernozem
http://aims.fao.org/aos/agrovoc/c_15463	yoghurt	ENVO:00002190	yogurt
http://aims.fao.org/aos/agrovoc/c_15464	yolk sac	UBERON:0001040	yolk sac
http://aims.fao.org/aos/agrovoc/c_15552	miso	ENVO:00003898	miso
http://aims.fao.org/aos/agrovoc/c_15569	tempeh	ENVO:00003779	tempeh
http://aims.fao.org/aos/agrovoc/c_15585	greenhouse effect	ENVO:02500004	greenhouse effect
http://aims.fao.org/aos/agrovoc/c_15590	deforestation	ENVO:02500012	deforestation
http://aims.fao.org/aos/agrovoc/c_15618	wort	ENVO:00003037	wort
http://aims.fao.org/aos/agrovoc/c_15619	clay	ENVO:00002982	clay
http://aims.fao.org/aos/agrovoc/c_1567	chlorides	CHEBI:17996	chloride
http://aims.fao.org/aos/agrovoc/c_15672	genets	PO:0000003	whole plant
http://aims.fao.org/aos/agrovoc/c_15686	boundaries	ENVO:00000136	demilitiarized zone
http://aims.fao.org/aos/agrovoc/c_15728	ashes	ENVO:01000662	scoria
http://aims.fao.org/aos/agrovoc/c_15742	processed products	ENVO:00003074	manufactured product
http://aims.fao.org/aos/agrovoc/c_1577	chlorophylls	CHEBI:28966	chlorophyll
http://aims.fao.org/aos/agrovoc/c_158	aerosols	ENVO:00010505	aerosol
http://aims.fao.org/aos/agrovoc/c_15807	Arecaceae	NCBITaxon:4710	Arecaceae
http://aims.fao.org/aos/agrovoc/c_1582	chocolate	ENVO:02000065	chocolate
http://aims.fao.org/aos/agrovoc/c_1588	Chordata	NCBITaxon:7711	Chordata
http://aims.fao.org/aos/agrovoc/c_15922	pyrites	CHEBI:86471	pyrite
http://aims.fao.org/aos/agrovoc/c_15956	composting	ENVO:00002170	compost
http://aims.fao.org/aos/agrovoc/c_15957	cones	ENVO:00000398	volcanic cone
http://aims.fao.org/aos/agrovoc/c_15969	females	UBERON:0003100	female organism
http://aims.fao.org/aos/agrovoc/c_15995	males	UBERON:0003101	male organism
http://aims.fao.org/aos/agrovoc/c_15999	mineralization	CHEBI:46662	mineral
http://aims.fao.org/aos/agrovoc/c_16002	nitrogen oxides	CHEBI:35196	nitrogen oxide
http://aims.fao.org/aos/agrovoc/c_16032	rice straw	ENVO:00003870	rice straw
http://aims.fao.org/aos/agrovoc/c_16034	root systems	PO:0025025	root system
http://aims.fao.org/aos/agrovoc/c_16076	buffalo milk	ENVO:02000011	buffalo milk
http://aims.fao.org/aos/agrovoc/c_16077	camel milk	ENVO:02000012	camel milk
http://aims.fao.org/aos/agrovoc/c_16141	nature reserves	ENVO:00000363	nature reserve
http://aims.fao.org/aos/agrovoc/c_16162	ions	CHEBI:24870	ion
http://aims.fao.org/aos/agrovoc/c_16163	anions	CHEBI:22563	anion
http://aims.fao.org/aos/agrovoc/c_16169	cations	CHEBI:36916	cation
http://aims.fao.org/aos/agrovoc/c_1617	ciders	ENVO:02000060	apple cider
http://aims.fao.org/aos/agrovoc/c_16182	fiords	ENVO:00000039	fjord
http://aims.fao.org/aos/agrovoc/c_162	afforestation	ENVO:02500011	afforestation
http://aims.fao.org/aos/agrovoc/c_16376	saline water	ENVO:00002010	saline water
http://aims.fao.org/aos/agrovoc/c_16402	cataract	ENVO:00000034	rapids
http://aims.fao.org/aos/agrovoc/c_16466	sutures	UBERON:0003685	cranial suture
http://aims.fao.org/aos/agrovoc/c_16477	cane sugar	ENVO:00003050	cane sugar
http://aims.fao.org/aos/agrovoc/c_16486	dried skim milk	ENVO:00003907	nonfat dry milk
http://aims.fao.org/aos/agrovoc/c_16500	potato products	ENVO:0010060	potato product
http://aims.fao.org/aos/agrovoc/c_16568	malpighian tubules	UBERON:0001054	Malpighian tubule
http://aims.fao.org/aos/agrovoc/c_16569	meadow soils	ENVO:00005761	meadow soil
http://aims.fao.org/aos/agrovoc/c_1659	clay soils	ENVO:00002262	clay soil
http://aims.fao.org/aos/agrovoc/c_1666	climate change	ENVO:01000629	climate change
http://aims.fao.org/aos/agrovoc/c_1681	clouds	ENVO:01000760	cloud
http://aims.fao.org/aos/agrovoc/c_1698	coastal plains	ENVO:00000090	coastal plain
http://aims.fao.org/aos/agrovoc/c_1700	coasts	ENVO:01000687	coast
http://aims.fao.org/aos/agrovoc/c_17255	breweries	ENVO:00003885	brewery
http://aims.fao.org/aos/agrovoc/c_17299	carbon cycle	ENVO:02500010	carbon cycling
http://aims.fao.org/aos/agrovoc/c_1731	coffee	ENVO:0010157	coffee
http://aims.fao.org/aos/agrovoc/c_1745	cold zones	ENVO:01000251	subpolar
http://aims.fao.org/aos/agrovoc/c_1769	colonialism	PO:0000003	whole plant
http://aims.fao.org/aos/agrovoc/c_1795	composts	ENVO:00002170	compost
http://aims.fao.org/aos/agrovoc/c_1800	concentrates	PATO:0000033	concentration of
http://aims.fao.org/aos/agrovoc/c_1800	concentrates	PATO:0001159	concentrated
http://aims.fao.org/aos/agrovoc/c_1801	concentrating	PATO:0000033	concentration of
http://aims.fao.org/aos/agrovoc/c_1801	concentrating	PATO:0001159	concentrated
http://aims.fao.org/aos/agrovoc/c_1804	concrete	ENVO:01000458	concrete
http://aims.fao.org/aos/agrovoc/c_1805	condiments	ENVO:0010045	condiment
http://aims.fao.org/aos/agrovoc/c_1813	coniferous forests	ENVO:01000433	needleleaf forest
http://aims.fao.org/aos/agrovoc/c_186	age	PATO:0000011	age
http://aims.fao.org/aos/agrovoc/c_1880	coral reefs	ENVO:00000150	coral reef
http://aims.fao.org/aos/agrovoc/c_1905	corpus luteum	UBERON:0002512	corpus luteum
http://aims.fao.org/aos/agrovoc/c_1908	cortex	UBERON:0001851	cortex
http://aims.fao.org/aos/agrovoc/c_1951	cream	ENVO:0010128	cream
http://aims.fao.org/aos/agrovoc/c_202	agricultural structure	ENVO:01000311	cultivated environment
http://aims.fao.org/aos/agrovoc/c_2023	cultured milk	ENVO:00003979	sour milk
http://aims.fao.org/aos/agrovoc/c_2025	Cupressaceae	NCBITaxon:3367	Cupressaceae
http://aims.fao.org/aos/agrovoc/c_2026	Cupressus	NCBITaxon:13468	Cupressus
http://aims.fao.org/aos/agrovoc/c_2038	cured meat	ENVO:00003063	cured meat
http://aims.fao.org/aos/agrovoc/c_2046	cutting	ENVO:00000474	cut
http://aims.fao.org/aos/agrovoc/c_2056	cycling	ENVO:01000614	bicycle
http://aims.fao.org/aos/agrovoc/c_2056	cycling	ENVO:01000615	motorcycle
http://aims.fao.org/aos/agrovoc/c_2121	dams	ENVO:00000074	dam
http://aims.fao.org/aos/agrovoc/c_2170	deltas	ENVO:00000101	delta
http://aims.fao.org/aos/agrovoc/c_2190	depth	PATO:0001595	depth
http://aims.fao.org/aos/agrovoc/c_2204	desertification	ENVO:02500001	desertification
http://aims.fao.org/aos/agrovoc/c_2205	deserts	ENVO:00000097	desert
http://aims.fao.org/aos/agrovoc/c_224	air	ENVO:00002005	air
http://aims.fao.org/aos/agrovoc/c_2273	digestive disorders	ENVO:01000682	glacial abrasion
http://aims.fao.org/aos/agrovoc/c_2275	digestive system	UBERON:0001007	digestive system
http://aims.fao.org/aos/agrovoc/c_228	air pollution	ENVO:02500037	air pollution
http://aims.fao.org/aos/agrovoc/c_229	air sacs	UBERON:0002169	alveolar sac
http://aims.fao.org/aos/agrovoc/c_230	air temperature	ENVO:01000753	air temperature
http://aims.fao.org/aos/agrovoc/c_230	air temperature	ENVO:09200001	temperature of air
http://aims.fao.org/aos/agrovoc/c_2331	disinfectants	CHEBI:48219	disinfectant
http://aims.fao.org/aos/agrovoc/c_2335	dissolving	PATO:0001986	dissolved
http://aims.fao.org/aos/agrovoc/c_2338	economic distribution	PATO:0001566	distributed
http://aims.fao.org/aos/agrovoc/c_2357	domestic gardens	ENVO:01000419	domestic garden
http://aims.fao.org/aos/agrovoc/c_23814	small intestine	UBERON:0002108	small intestine
http://aims.fao.org/aos/agrovoc/c_23815	large intestine	UBERON:0000059	large intestine
http://aims.fao.org/aos/agrovoc/c_23849	kefir	ENVO:00003973	kefir
http://aims.fao.org/aos/agrovoc/c_2391	drought	ENVO:1000745	drought
http://aims.fao.org/aos/agrovoc/c_2395	drugs	CHEBI:23888	drug
http://aims.fao.org/aos/agrovoc/c_23995	branches	PATO:0000402	branched
http://aims.fao.org/aos/agrovoc/c_2402	drying	PATO:0001824	dry
http://aims.fao.org/aos/agrovoc/c_24043	Lens	UBERON:0000965	lens of camera-type eye
http://aims.fao.org/aos/agrovoc/c_24064	plant litter	ENVO:01000628	plant litter
http://aims.fao.org/aos/agrovoc/c_2409	dune soils	ENVO:00002260	dune soil
http://aims.fao.org/aos/agrovoc/c_2410	dunes	ENVO:00000170	dune
http://aims.fao.org/aos/agrovoc/c_24124	wadi	ENVO:00000031	wadi
http://aims.fao.org/aos/agrovoc/c_24127	dust	ENVO:00002008	dust
http://aims.fao.org/aos/agrovoc/c_24183	hospitals	ENVO:00002173	hospital
http://aims.fao.org/aos/agrovoc/c_24246	soy sauce	ENVO:0010148	soy sauce
http://aims.fao.org/aos/agrovoc/c_2436	ears	UBERON:0001690	ear
http://aims.fao.org/aos/agrovoc/c_2440	earthquakes	ENVO:01000677	earthquake
http://aims.fao.org/aos/agrovoc/c_24407	prostate	UBERON:0002367	prostate gland
http://aims.fao.org/aos/agrovoc/c_24413	tonsils	UBERON:0002372	tonsil
http://aims.fao.org/aos/agrovoc/c_24414	undergrowth	ENVO:01000335	understory
http://aims.fao.org/aos/agrovoc/c_24416	vesicular glands	UBERON:0000998	seminal vesicle
http://aims.fao.org/aos/agrovoc/c_24430	agrochemicals	CHEBI:33286	agrochemical
http://aims.fao.org/aos/agrovoc/c_24556	neurotoxins	CHEBI:50910	neurotoxin
http://aims.fao.org/aos/agrovoc/c_24574	organ culture	ENVO:02000010	organ culture
http://aims.fao.org/aos/agrovoc/c_248	alcoholic beverages	ENVO:0010005	fermented beverage
http://aims.fao.org/aos/agrovoc/c_2482	ecosystems	ENVO:00000428	biome
http://aims.fao.org/aos/agrovoc/c_24841	foaming	ENVO:00005738	foam
http://aims.fao.org/aos/agrovoc/c_24850	gravel	ENVO:01000018	gravel
http://aims.fao.org/aos/agrovoc/c_2487	edible fungi	ENVO:02000072	mushroom
http://aims.fao.org/aos/agrovoc/c_24879	oxidants	CHEBI:25741	oxide
http://aims.fao.org/aos/agrovoc/c_249	alcohols	CHEBI:30879	alcohol
http://aims.fao.org/aos/agrovoc/c_2491	efficiency	PATO:0001029	efficiency
http://aims.fao.org/aos/agrovoc/c_2498	egg production	ENVO:02000056	egg product
http://aims.fao.org/aos/agrovoc/c_2499	egg products	ENVO:02000056	egg product
http://aims.fao.org/aos/agrovoc/c_25060	public roads	ENVO:01000780	public road
http://aims.fao.org/aos/agrovoc/c_2509	Elaeis guineensis	NCBITaxon:51953	Elaeis guineensis
http://aims.fao.org/aos/agrovoc/c_25201	factories	ENVO:01000536	factory
http://aims.fao.org/aos/agrovoc/c_25202	rainwater	ENVO:01000600	rainwater
http://aims.fao.org/aos/agrovoc/c_25203	waxing	ENVO:01000575	wax
http://aims.fao.org/aos/agrovoc/c_25205	Coastal waters	ENVO:00002150	coastal sea water
http://aims.fao.org/aos/agrovoc/c_25303	riverbanks	ENVO:00000143	river bank
http://aims.fao.org/aos/agrovoc/c_25317	surface water	ENVO:00002042	surface water
http://aims.fao.org/aos/agrovoc/c_25332	irrigation systems	ENVO:00000139	irrigation ditch
http://aims.fao.org/aos/agrovoc/c_25339	drainage canals	ENVO:00000042	drainage canal
http://aims.fao.org/aos/agrovoc/c_25340	irrigation canals	ENVO:00000036	irrigation canal
http://aims.fao.org/aos/agrovoc/c_25341	sediment	ENVO:00002007	sediment
http://aims.fao.org/aos/agrovoc/c_25388	animal embryos	UBERON:0000088	trophoblast
http://aims.fao.org/aos/agrovoc/c_25395	artificial reefs	ENVO:00000149	artificial reef
http://aims.fao.org/aos/agrovoc/c_25422	firmness	PATO:0000048	hardness
http://aims.fao.org/aos/agrovoc/c_25424	water vapour	ENVO:01000266	water vapour
http://aims.fao.org/aos/agrovoc/c_25488	mustard	ENVO:0010142	mustard
http://aims.fao.org/aos/agrovoc/c_25492	orange juice	ENVO:00000337	orange juice
http://aims.fao.org/aos/agrovoc/c_25511	wheat flour	ENVO:0010122	wheat flour
http://aims.fao.org/aos/agrovoc/c_2553	emulsifiers	CHEBI:63046	emulsifier
http://aims.fao.org/aos/agrovoc/c_2554	emulsifying	CHEBI:63046	emulsifier
http://aims.fao.org/aos/agrovoc/c_25560	aquifers	ENVO:00012408	aquifer
http://aims.fao.org/aos/agrovoc/c_2559	endocrine glands	UBERON:0002368	endocrine gland
http://aims.fao.org/aos/agrovoc/c_2571	engineering	ENVO:01000610	motor
http://aims.fao.org/aos/agrovoc/c_2573	engineers	ENVO:01000610	motor
http://aims.fao.org/aos/agrovoc/c_258	Algae	ENVO:02500019	alga
http://aims.fao.org/aos/agrovoc/c_2593	environment	ENVO:01000254	environmental system
http://aims.fao.org/aos/agrovoc/c_2594	environmental factors	ENVO:01000203	environmental condition
